Symbol,Gene_symbol,IPI_accession,IPIs,Description,Protein_length,hESC_SpC,hNSC_SpC,NSAF_SpC_ratio,hESC_G_mean,hESC_Ln_NSAF,hESC_RSD_pct,hNSC_G_mean,hNSC_Ln_NSAF,hNSC_RSC_pct,t_test_p,color
C2orf49,C2orf49,IPI00031698,IPI00909647;IPI00031698,Ashwin,232,"( 4 ,4 ,4 )","( 10 ,9 ,9 )",0.421864927,2.6352e-05,-10.54396672,2.517498556,6.24655e-05,-9.680896622,2.693362067,0.015884299,blue
SMCHD1,SMCHD1,IPI00890837,IPI00890837;IPI00465022,Isoform 1 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1,2005,"( 31 ,43 ,36 )","( 71 ,93 ,92 )",0.421571612,2.77015e-05,-10.49402314,2.87479942,6.57101e-05,-9.630257525,1.658564394,0.011839706,blue
GNS,GNS,IPI00908404,IPI00909554;IPI00012102;IPI00908404,"cDNA FLJ51188, highly similar to N-acetylglucosamine-6-sulfatase",584,"( 10 ,14 ,18 )","( 28 ,22 ,36 )",0.420307489,3.62104e-05,-10.22616327,1.321372561,8.61522e-05,-9.359394549,3.117384897,0.009515756,blue
ARHGEF7,ARHGEF7,IPI00449909,IPI00449909;IPI00945115;IPI00900260;IPI00641543;IPI00900378;IPI00449906;IPI00449907;IPI00449908,Isoform 4 of Rho guanine nucleotide exchange factor 7,803,"( 11.5385 ,26 ,35.8788 )","( 51 ,45 ,55 )",0.419558372,4.49384e-05,-10.01021788,4.631134948,0.000107109,-9.141665267,1.88558464,0.03826899,blue
ARHGAP17,ARHGAP17,IPI00064767,IPI00064767;IPI00830043;IPI00940971;IPI00829657;IPI00386947;IPI00168527;IPI00953516;IPI00829687;IPI00953554,Isoform 1 of Rho GTPase-activating protein 17,881,"( 14 ,23 ,22 )","( 45 ,49 ,50 )",0.418688668,3.68223e-05,-10.20940797,3.740144813,8.79466e-05,-9.338780295,2.175229857,0.025170962,blue
SNCA,SNCA,IPI00024107,IPI00024107;IPI00218467;IPI00218468;IPI00965305,Isoform 1 of Alpha-synuclein,140,"( 7 ,7 ,9 )","( 19 ,16 ,19 )",0.418384435,8.35374e-05,-9.390215994,1.35322829,0.000199667,-8.518861426,2.483679223,0.003618876,blue
NHLRC2,NHLRC2,IPI00301051,IPI00878166;IPI00301051,Isoform 1 of NHL repeat-containing protein 2,726,"( 6 ,8 ,7 )","( 10 ,15 ,29 )",0.41729868,1.46358e-05,-11.1320376,2.520868987,3.50728e-05,-10.25808455,3.196882213,0.024713998,blue
RBBP5,RBBP5,IPI00478230,IPI00645975;IPI00478230;IPI00953161,"cDNA FLJ59722, highly similar to Retinoblastoma-binding protein 5",573,"( 9 ,10 ,15 )","( 26 ,21 ,27 )",0.416969833,2.95259e-05,-10.43024121,0.198319104,7.08107e-05,-9.555499805,3.186793868,0.007674866,blue
ERF,ERF,IPI00032936,IPI00032936,ETS domain-containing transcription factor ERF,548,"( 6 ,5 ,4 )","( 11 ,12 ,12 )",0.415990234,1.37569e-05,-11.19396968,4.126851636,3.30703e-05,-10.31687619,1.777270595,0.037728377,blue
USP11,USP11,IPI00184533,IPI00184533,Ubiquitin carboxyl-terminal hydrolase 11,963,"( 36.793 ,50.8182 ,50.2621 )","( 84.0214 ,114.116 ,129.615 )",0.415736605,7.21588e-05,-9.536640677,2.293891055,0.000173569,-8.658937298,1.282570782,0.003446996,blue
PLXNB2,PLXNB2,IPI00853369,IPI00816626;IPI00853369,Plexin-B2,1838,"( 18 ,34.8293 ,19.3939 )","( 38 ,42.4286 ,67.88 )",0.415230935,1.92739e-05,-10.85675738,4.657296837,4.64174e-05,-9.977836939,0.245546471,0.03957324,blue
DHX34,DHX34,IPI00789639,IPI00789639,probable ATP-dependent RNA helicase DHX34,1143,"( 1 ,2.00638 ,3 )","( 4.01481 ,5 ,4 )",0.414528227,2.43242e-06,-12.92662246,2.774836959,5.86793e-06,-12.04600826,2.322539656,0.028469906,blue
ATF7,ATF7,IPI00015147,IPI00909393;IPI00015147;IPI00218344;IPI00009975;IPI00641268,Isoform 3 of Cyclic AMP-dependent transcription factor ATF-7,494,"( 4 ,3 ,4 )","( 7 ,10 ,9 )",0.414242138,1.12442e-05,-11.39566,2.212921919,2.7144e-05,-10.5143554,2.077520092,0.010213949,blue
MED24,MED24,IPI00792423,IPI00794854;IPI00219430;IPI00792423;IPI00793594,Mediator of RNA polymerase II transcription subunit 24,1014,"( 7 ,3 ,5 )","( 9 ,9 ,16 )",0.410677144,7.38039e-06,-11.81668452,4.156950109,1.79713e-05,-10.92673661,2.044938477,0.046030156,blue
PTGR1,PTGR1,IPI00292657,IPI00292657;IPI00642248,Prostaglandin reductase 1,329,"( 40 ,32 ,45 )","( 99.9216 ,70 ,113 )",0.410648573,0.000179413,-8.625822543,2.256479914,0.000436901,-7.735805059,3.008693377,0.007070426,blue
PPCS,PPCS,IPI00023987,IPI00640962;IPI00023987,Phosphopantothenate--cysteine ligase,311,"( 10 ,8 ,10 )","( 21 ,24 ,22 )",0.409121584,4.58355e-05,-9.990452357,2.451704568,0.000112034,-9.096709461,2.422800287,0.009315083,blue
P4HA1,P4HA1,IPI00218682,IPI00218682;IPI00916535;IPI00009923,Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1,534,"( 40 ,40 ,60.6067 )","( 100 ,98 ,139 )",0.407619998,0.000131606,-8.935698911,0.45224505,0.000322864,-8.038278996,0.785731539,3.19887e-05,blue
FZD5,FZD5,IPI00298743,IPI00298743,Frizzled-5,585,"( 4 ,6 ,6 )","( 13 ,12 ,13 )",0.407104702,1.36943e-05,-11.19853283,2.006067478,3.36382e-05,-10.29984796,2.008307203,0.006992965,blue
PRPF39,PRPF39,IPI00878754,IPI00789246;IPI00878754;IPI00383823,Isoform 1 of Pre-mRNA-processing factor 39,669,"( 11 ,6 ,11 )","( 28 ,23 ,20 )",0.406368438,2.23114e-05,-10.71041132,3.101038827,5.49044e-05,-9.809916275,3.832514847,0.035859259,blue
KIF5C,KIF5C,IPI00028561,IPI00028561,Isoform 1 of Kinesin heavy chain isoform 5C,957,"( 27.0018 ,19.8656 ,38.6406 )","( 50.2685 ,70.8 ,82.6512 )",0.40606352,4.38707e-05,-10.03426336,1.879330386,0.000108039,-9.133017686,1.322247625,0.002225715,blue
TIMM16,PAM16,IPI00218463,IPI00218463,Mitochondrial import inner membrane translocase subunit Tim16,125,"( 3 ,6 ,6 )","( 14 ,11 ,10 )",0.405423332,5.82289e-05,-9.751128234,3.288452032,0.000143625,-8.848304739,4.241164652,0.033872998,blue
H1FX,H1FX,IPI00021924,IPI00021924,Histone H1x,213,"( 16 ,16 ,23 )","( 33 ,42 ,61 )",0.404481616,0.000129574,-8.951260274,0.702143598,0.000320345,-8.046111282,1.27872659,0.000201798,blue
KIAA1609,KIAA1609,IPI00412243,IPI00412243;IPI00940127,TLD domain-containing protein KIAA1609,456,"( 6 ,11 ,9 )","( 22 ,22 ,19 )",0.404434784,3.01218e-05,-10.41026244,3.248258814,7.44787e-05,-9.504997659,2.936505941,0.023225796,blue
AKAP8L,AKAP8L,IPI00939756,IPI00939756;IPI00641614;IPI00297455,72 kDa protein,646,"( 13 ,8 ,11 )","( 16 ,25 ,39 )",0.404268567,2.49258e-05,-10.59960884,3.312076743,6.16564e-05,-9.693932989,2.442207699,0.020729633,blue
ACTR10,ACTR10,IPI00302690,IPI00302690,Actin-related protein 10,417,"( 9 ,6 ,6 )","( 18 ,13 ,20 )",0.403683099,2.51741e-05,-10.58969664,4.225706559,6.23609e-05,-9.682571528,2.28725139,0.034565884,blue
FHL1,FHL1,IPI00922545,IPI00922545;IPI00014398;IPI00647207;IPI00922769;IPI00922730;IPI00930706,"cDNA FLJ55274, highly similar to Four and a half LIM domains protein 1",319,"( 25 ,15 ,23 )","( 41 ,49 ,62 )",0.400080747,0.00010074,-9.202967131,3.710344709,0.000251799,-8.286878245,0.512762071,0.009930454,blue
AP1M1,AP1M1,IPI00910088,IPI00032516;IPI00910088,AP-1 complex subunit mu-1 isoform 1,435,"( 19.4444 ,18 ,19.5238 )","( 41.7917 ,48.7826 ,50.2273 )",0.398767633,6.66749e-05,-9.615682421,2.591035838,0.000167202,-8.696306016,1.712353641,0.005372885,blue
SALL4,SALL4,IPI00007032,IPI00007032;IPI00428772,Sal-like protein 4,1053,"( 40 ,59.9706 ,36 )","( 115.949 ,114.93 ,106.955 )",0.397475765,6.61533e-05,-9.623536134,5.283125489,0.000166433,-8.70091482,2.971913982,0.048622919,blue
SMARCA4,SMARCA4,IPI00900269,IPI00900285;IPI00900328;IPI00900269;IPI00900338;IPI00923468;IPI00029822;IPI00293426,transcription activator BRG1 isoform A,1679,"( 38.4318 ,35.2524 ,31 )","( 82.8768 ,74.8904 ,104.467 )",0.395844668,3.17246e-05,-10.3584173,3.592234727,8.01441e-05,-9.431683907,1.202692401,0.014518468,blue
DOCK6,DOCK6,IPI00184772,IPI00940115;IPI00184772,Putative uncharacterized protein DOCK6,2049,"( 2 ,2.09091 ,3 )","( 4.25532 ,5.08333 ,8.88889 )",0.395785858,1.73325e-06,-13.26551341,0.326740402,4.37926e-06,-12.33863143,1.375766704,0.000787229,blue
CNP,CNP,IPI00306667,IPI00306667;IPI00220993,"Isoform CNPII of 2',3'-cyclic-nucleotide 3'-phosphodiesterase",421,"( 14 ,17 ,22 )","( 36 ,35 ,64 )",0.395145764,6.30413e-05,-9.671720194,0.902172629,0.000159539,-8.743219636,1.690026598,0.000721899,blue
PPT1,PPT1,IPI00514424,IPI00002412;IPI00514424,Palmitoyl-protein thioesterase 1,335,"( 26 ,39 ,25 )","( 57 ,62 ,111 )",0.394521513,0.000134026,-8.917477198,4.911517932,0.000339718,-7.987395591,1.910756814,0.02544914,blue
NCKIPSD,NCKIPSD,IPI00009319,IPI00555978;IPI00009319,Isoform 1 of NCK-interacting protein with SH3 domain,722,"( 8 ,9 ,11 )","( 20 ,23 ,27 )",0.39277387,1.9586e-05,-10.84069559,1.075735097,4.98658e-05,-9.906174359,0.781251704,0.000319288,blue
SPC24,SPC24,IPI00168317,IPI00941060;IPI00908328;IPI00168317,Kinetochore protein Spc24,197,"( 2 ,4 ,8 )","( 10 ,9 ,11 )",0.39276818,3.10338e-05,-10.38043354,4.440812276,7.9013e-05,-9.44589783,1.739311111,0.029667231,blue
PRKAA2,PRKAA2,IPI00307755,IPI00307755,5'-AMP-activated protein kinase catalytic subunit alpha-2,552,"( 3 ,5 ,4.66667 )","( 8 ,7.77778 ,18.0645 )",0.389687125,1.14113e-05,-11.38090792,2.391124001,2.92832e-05,-10.43849682,2.665167113,0.013748436,blue
FXR2,FXR2,IPI00016250,IPI00016250,Fragile X mental retardation syndrome-related protein 2,698,"( 7.5 ,10.9688 ,11 )","( 37.0047 ,16.5543 ,24.1439 )",0.38739461,2.11799e-05,-10.76245971,2.035796209,5.46726e-05,-9.814148272,5.159945615,0.040772981,blue
FAM162A,FAM162A,IPI00023001,IPI00023001;IPI00945585,Protein FAM162A,154,"( 22 ,10 ,18 )","( 26 ,43 ,58 )",0.38715317,0.000157019,-8.759144894,5.173346217,0.000405573,-7.810210018,2.914970863,0.031566197,blue
C2orf43,C2orf43,IPI00658115,IPI00894042;IPI00658115;IPI00030257;IPI00894390,Putative uncharacterized protein C2orf43,370,"( 10 ,12 ,8 )","( 26 ,23 ,27 )",0.384874024,4.11041e-05,-10.09940267,4.518357896,0.000106799,-9.144563459,2.066852657,0.02855935,blue
BANF1,BANF1,IPI00026087,IPI00026087,Barrier-to-autointegration factor,89,"( 21 ,12 ,15 )","( 33 ,33 ,58 )",0.384549222,0.000267515,-8.226336709,5.235219797,0.000695657,-7.270653225,1.766256182,0.02108402,blue
SFRS15,SFRS15,IPI00181702,IPI00397794;IPI00181702;IPI00942450;IPI00923625;IPI00940516,"Isoform 1 of Splicing factor, arginine/serine-rich 15",1147,"( 9.3 ,7.36842 ,23.52 )","( 30.6486 ,32.6418 ,27 )",0.383318605,1.56234e-05,-11.06673981,3.350417499,4.07583e-05,-10.10785104,2.974501702,0.025342707,blue
PYGB,PYGB,IPI00004358,IPI00004358,"Glycogen phosphorylase, brain form",843,"( 37.7478 ,53.0223 ,44.3943 )","( 114.377 ,102.087 ,131.561 )",0.380207287,8.09045e-05,-9.422241454,3.196856812,0.00021279,-8.455202771,1.707302756,0.007406088,blue
LIN7A,LIN7A,IPI00005824,IPI00005824,Protein lin-7 homolog A,233,"( 2.88889 ,4.5 ,3.23077 )","( 6.09524 ,12.5217 ,9.54545 )",0.379788291,2.28018e-05,-10.68867172,3.534420125,6.00381e-05,-9.720530405,3.556841491,0.030621443,blue
CAP2,CAP2,IPI00027342,IPI00946116;IPI00922569;IPI00027342,Adenylyl cyclase-associated protein 2,477,"( 10.3636 ,16.0714 ,17.4928 )","( 36.89 ,41.4 ,30.5736 )",0.379724974,4.65698e-05,-9.974558289,2.068226743,0.000122641,-9.006250249,4.258097503,0.018250311,blue
FKBP5,FKBP5,IPI00218775,IPI00218775,Peptidyl-prolyl cis-trans isomerase FKBP5,457,"( 41 ,53 ,37 )","( 116 ,135 ,90 )",0.37845723,0.000144348,-8.843280395,4.619614863,0.000381413,-7.871628183,5.076444745,0.0420845,blue
HIP1,HIP1,IPI00782965,IPI00782965;IPI00926743;IPI00926196,Huntingtin-interacting protein 1,1037,"( 7 ,12 ,11 )","( 18 ,25 ,36.878 )",0.376890942,1.44416e-05,-11.14539999,2.548713942,3.83176e-05,-10.16960058,1.546077808,0.006486775,blue
GAR1,GAR1,IPI00302176,IPI00607820;IPI00302176;IPI00963818,Isoform 1 of H/ACA ribonucleoprotein complex subunit 1,217,"( 4 ,6 ,8 )","( 13 ,13 ,20 )",0.376790758,4.07368e-05,-10.10837817,1.702608671,0.000108115,-9.132312908,0.690406874,0.000767591,blue
AS3MT,AS3MT,IPI00307524,IPI00307524,Arsenite methyltransferase,375,"( 10 ,13 ,11 )","( 32 ,32 ,25 )",0.375814282,4.59186e-05,-9.988640666,3.01255449,0.000122184,-9.009980477,3.938019525,0.021866623,blue
PHF6,PHF6,IPI00552149,IPI00552149;IPI00395568,"PHD finger protein 6, isoform CRA_d",366,"( 11 ,21 ,22 )","( 44 ,59 ,35 )",0.374744331,7.17967e-05,-9.541672243,3.094948863,0.000191588,-8.560160972,5.079864928,0.031782006,blue
DBR1,DBR1,IPI00305545,IPI00305545,Isoform 1 of Lariat debranching enzyme,544,"( 10 ,9 ,8 )","( 18 ,28 ,26 )",0.373752835,2.51818e-05,-10.58938952,3.511385026,6.73755e-05,-9.605228948,2.177462117,0.016170135,blue
KIAA0907,KIAA0907,IPI00401900,IPI00401900;IPI00640905,Isoform 1 of UPF0469 protein KIAA0907,614,"( 4 ,2 ,6 )","( 8 ,11 ,10 )",0.372844753,9.04662e-06,-11.61311919,3.580438037,2.42638e-05,-10.62652603,1.901623965,0.02087781,blue
TLE3,TLE3,IPI00221206,IPI00867718;IPI00182478;IPI00221206;IPI00556433;IPI00177938;IPI00219368,Isoform 4 of Transducin-like enhancer protein 3,772,"( 16.5455 ,12.8571 ,22.4545 )","( 28.0331 ,51.1081 ,58.1422 )",0.370856763,3.37158e-05,-10.2975434,1.532368005,9.09133e-05,-9.305604024,3.038098341,0.006054917,blue
PLCL2,PLCL2,IPI00847504,IPI00847504,Isoform 1 of Inactive phospholipase C-like protein 2,1127,"( 1 ,3 ,2 )","( 4 ,4 ,7 )",0.370610668,2.46434e-06,-12.91358752,4.242468237,6.6494e-06,-11.92098434,1.058093809,0.037662356,blue
CPD,CPD,IPI00027078,IPI00027078,Carboxypeptidase D,1380,"( 28 ,33 ,18 )","( 54 ,67 ,87 )",0.368915638,2.82712e-05,-10.47366839,5.429485087,7.66331e-05,-9.476481101,0.589937419,0.038950048,blue
RTN3,RTN3,IPI00743293,IPI00398795;IPI00028946;IPI00743293,Isoform 1 of Reticulon-3,1032,"( 31 ,21 ,18 )","( 44 ,42 ,47 )",0.367573441,0.000103177,-9.179065825,3.563838519,0.000280697,-8.178233684,1.516991513,0.007724354,blue
WFS1,WFS1,IPI00008711,IPI00008711,Wolframin,890,"( 4 ,2 ,5 )","( 8 ,9 ,11 )",0.363399928,5.87315e-06,-12.04512004,3.193576638,1.61617e-05,-11.03286872,0.532782001,0.010764367,blue
NIPSNAP1,NIPSNAP1,IPI00304435,IPI00893815;IPI00304435,Protein NipSnap homolog 1,284,"( 37.8462 ,39.9487 ,54 )","( 91.6289 ,98.8293 ,177.46 )",0.362457401,0.000233818,-8.360967743,0.888135727,0.000645091,-7.346119417,1.997608482,0.000433986,blue
LLGL1,LLGL1,IPI00854741,IPI00854741;IPI00791938,Lethal(2) giant larvae protein homolog 1,1064,"( 51 ,51 ,39 )","( 113.464 ,108.518 ,166.033 )",0.361263352,6.69937e-05,-9.610912022,4.36799192,0.000185443,-8.592763943,0.911735746,0.014471017,blue
PCYOX1,PCYOX1,IPI00384280,IPI00384280,Prenylcysteine oxidase 1,505,"( 29 ,18 ,40 )","( 60 ,66 ,107 )",0.360433346,8.33412e-05,-9.392567656,2.95380409,0.000231225,-8.372119423,1.174474704,0.003867691,blue
ARID3A,ARID3A,IPI00018500,IPI00018500,AT-rich interactive domain-containing protein 3A,593,"( 5.14706 ,10.119 ,16.2909 )","( 20.2667 ,41.6495 ,20.4615 )",0.360062752,2.44006e-05,-10.62090315,3.475273588,6.77676e-05,-9.599426197,5.352645414,0.048876411,blue
ZNF217,ZNF217,IPI00025310,IPI00025310,Zinc finger protein 217,1048,"( 7 ,8 ,5.625 )","( 15 ,20 ,21.3953 )",0.359940563,9.92316e-06,-11.5206392,3.73065445,2.75689e-05,-10.49882284,1.199140843,0.016768803,blue
STAT5B,STAT5B,IPI00103415,IPI00103415,Signal transducer and activator of transcription 5B,787,"( 18 ,12 ,20 )","( 41 ,36 ,60 )",0.359217168,3.16297e-05,-10.36141471,2.414755876,8.80517e-05,-9.337586562,1.360905382,0.003206205,blue
MAN2B1,MAN2B1,IPI00012989,IPI00644131;IPI00012989,Lysosomal alpha-mannosidase,1011,"( 7 ,11 ,14 )","( 17 ,33 ,40 )",0.357388233,1.55011e-05,-11.07459902,1.749676705,4.33733e-05,-10.04566642,2.93708113,0.007231353,blue
CAST,CAST,IPI00761160,IPI00305750;IPI00968085;IPI00220857;IPI00413492;IPI00220859;IPI00761035;IPI00966074;IPI00761140;IPI00964761;IPI00761160;IPI00964032;IPI00760909;IPI00760715;IPI00965226;IPI00761069,Isoform 6 of Calpastatin,791,"( 14 ,16 ,25 )","( 46 ,48 ,50 )",0.355470231,3.56242e-05,-10.24248623,0.445729609,0.000100217,-9.208172458,2.025631703,0.000734516,blue
METT10D,METT10D,IPI00163391,IPI00163391,Isoform 1 of Putative methyltransferase METT10D,562,"( 8 ,5 ,8 )","( 19 ,21 ,17 )",0.355236858,1.86018e-05,-10.89225183,2.720897816,5.23645e-05,-9.857281327,3.058253981,0.013246266,blue
TBL2,TBL2,IPI00000948,IPI00927538;IPI00000948,Transducin beta-like protein 2,447,"( 13 ,16 ,8 )","( 30 ,36 ,33 )",0.354008113,4.05183e-05,-10.11375635,6.017480493,0.000114456,-9.075320906,2.309080379,0.048942878,blue
MYO6,MYO6,IPI00816452,IPI00816461;IPI00816452;IPI00642722;IPI00008455;IPI00844172;IPI00941711;IPI00069126,Isoform 3 of Myosin-VI,1295,"( 58 ,64 ,61.3112 )","( 141 ,158 ,214 )",0.353057929,7.25547e-05,-9.531170095,2.794045597,0.000205504,-8.490046964,0.230320398,0.002504468,blue
CTBP1,CTBP1,IPI00012835,IPI00964890;IPI00554626;IPI00968298;IPI00012835,C-terminal-binding protein 1,440,"( 13.1707 ,28 ,40 )","( 60.1446 ,58.7567 ,90 )",0.352474031,8.56082e-05,-9.36572912,4.05538015,0.000242878,-8.322950788,0.764611289,0.009360992,blue
CUL5,CUL5,IPI00216003,IPI00871370;IPI00216003,Cullin-5,837,"( 4 ,10 ,19 )","( 24 ,23 ,30 )",0.351985692,1.66643e-05,-11.00224417,5.141561108,4.73436e-05,-9.958079416,0.999220028,0.034467964,blue
TMEM55B,TMEM55B,IPI00332278,IPI00030530;IPI00332278,Isoform 2 of Transmembrane protein 55B,284,"( 4.5 ,3.85714 ,5 )","( 11.6875 ,9 ,18 )",0.351174412,2.38271e-05,-10.64468488,1.806332606,6.78499e-05,-9.598212603,2.224749649,0.003227971,blue
ATM,ATM;LOC651610,IPI00298306,IPI00298306;IPI00736184;IPI00289986,Isoform 1 of Serine-protein kinase ATM,3056,"( 8 ,6.08823 ,25 )","( 29 ,21 ,56 )",0.350609618,5.80138e-06,-12.05741498,3.391722484,1.65465e-05,-11.00933311,3.079459549,0.026815149,blue
TRRAP,TRRAP,IPI00069084,IPI00926412;IPI00069084;IPI00879277;IPI00925034,Isoform 1 of Transformation/transcription domain-associated protein,3859,"( 18 ,18 ,16 )","( 40 ,47 ,61 )",0.350558285,6.86834e-06,-11.88858837,2.8160571,1.95926e-05,-10.84036008,0.291721947,0.005690571,blue
SPTBN2,SPTBN2,IPI00012645,IPI00941774;IPI00012645;IPI00218207,"Isoform 1 of Spectrin beta chain, brain 2",2390,"( 19.7368 ,38.6381 ,19.5958 )","( 65.388 ,74.9617 ,63.681 )",0.350413888,1.58577e-05,-11.05185338,4.992339736,4.52543e-05,-10.00321309,2.867971364,0.043124266,blue
CXXC1,CXXC1,IPI00641026,IPI00641026;IPI00292445;IPI00644481,cpG-binding protein isoform 1,660,"( 2 ,3 ,5 )","( 10 ,8 ,9 )",0.346627471,7.54542e-06,-11.79456937,2.240842444,2.17681e-05,-10.73506472,2.424110002,0.00776937,blue
NUP62,NUP62,IPI00293533,IPI00293533,Nuclear pore glycoprotein p62,522,"( 5 ,3 ,5 )","( 13 ,12 ,11 )",0.346302627,1.23478e-05,-11.30202987,2.745674458,3.56562e-05,-10.24158762,2.893896834,0.0128329,blue
RCN1,RCN1,IPI00015842,IPI00015842,Reticulocalbin-1,331,"( 45 ,29 ,109 )","( 112 ,133 ,219 )",0.346031458,0.000241042,-8.330540495,5.420964652,0.000696589,-7.269314906,1.838468682,0.017446186,blue
ROCK1,ROCK1,IPI00641659,IPI00022542;IPI00641659,158 kDa protein,1354,"( 14.3243 ,10.5429 ,18.5263 )","( 44.3689 ,36.6667 ,39.7714 )",0.345069324,1.5906e-05,-11.0488123,1.696863864,4.60952e-05,-9.984802357,2.623168897,0.004615026,blue
NUDT11,NUDT11,IPI00305384,IPI00305384,Diphosphoinositol polyphosphate phosphohydrolase 3-beta,164,"( 7.96429 ,6.66883 ,8.50588 )","( 17.4589 ,15.6103 ,38.4159 )",0.344825627,7.15103e-05,-9.545668449,2.222780354,0.000207381,-8.480952029,3.533591979,0.007364703,blue
NVL,NVL,IPI00006197,IPI00006197;IPI00946072;IPI00945882;IPI00185801;IPI00945929;IPI00183080,Isoform 1 of Nuclear valosin-containing protein-like,856,"( 5.02632 ,9.02839 ,5.01487 )","( 15.0372 ,16.0752 ,22.2176 )",0.344407046,1.12307e-05,-11.39685661,4.569763525,3.26089e-05,-10.33092556,0.423603274,0.024122892,blue
RPRD2,RPRD2,IPI00384541,IPI00384541;IPI00639879;IPI00760919,Isoform 1 of Regulation of nuclear pre-mRNA domain-containing protein 2,1461,"( 6 ,15 ,8 )","( 28 ,25 ,24 )",0.344197435,9.38694e-06,-11.57619075,4.847339562,2.7272e-05,-10.5096509,2.723947528,0.042622771,blue
SAP30,SAP30,IPI00022019,IPI00022019,Histone deacetylase complex subunit SAP30,220,"( 7 ,4 ,5 )","( 16 ,17 ,12 )",0.344138829,3.6074e-05,-10.22993805,4.208467921,0.000104824,-9.163227923,4.285516532,0.03377463,blue
CPSF1,CPSF1,IPI00026219,IPI00026219,Cleavage and polyadenylation specificity factor subunit 1,1443,"( 13 ,24 ,20 )","( 48 ,35 ,88 )",0.342298657,1.95001e-05,-10.84509327,3.085926941,5.6968e-05,-9.773021617,3.210314962,0.0154867,blue
P4HTM,P4HTM,IPI00479623,IPI00479623;IPI00328950;IPI00219456,Isoform 3 of Transmembrane prolyl 4-hydroxylase,563,"( 0 ,1 ,1 )","( 3 ,2 ,2 )",0.341939485,2.20149e-06,-13.02637806,2.733563881,6.43823e-06,-11.95325656,3.536867957,0.028204662,blue
TP53BP1,TP53BP1,IPI00742743,IPI00877813;IPI00657708;IPI00029778;IPI00742743;IPI00657704,Isoform 2 of Tumor suppressor p53-binding protein 1,1977,"( 27 ,40 ,21 )","( 72 ,72 ,96 )",0.341653885,2.23085e-05,-10.71054129,5.06358775,6.52957e-05,-9.636584207,0.604023794,0.026949657,blue
POLR3H,POLR3H,IPI00289667,IPI00215871;IPI00289667,Isoform 1 of DNA-directed RNA polymerase III subunit RPC8,204,"( 1 ,1 ,2 )","( 3 ,4 ,4 )",0.340829915,9.43961e-06,-11.570596,1.214782655,2.7696e-05,-10.49422429,1.478868199,0.000879172,blue
PHF17,PHF17,IPI00399252,IPI00395424;IPI00789745;IPI00399252,Isoform 1 of Protein Jade-1,842,"( 1 ,1 ,0 )","( 2 ,2 ,3 )",0.340829415,1.44074e-06,-13.45035324,4.943504273,4.22716e-06,-12.37398006,0.470423849,0.049041879,blue
MAP2K6,MAP2K6,IPI00003814,IPI00003814,Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 6,334,"( 34.1471 ,25.4054 ,37.9535 )","( 77.6812 ,77.3684 ,135.969 )",0.337037819,0.000146669,-8.827332181,2.434626357,0.000435171,-7.73977205,1.655713619,0.001665942,blue
GGH,GGH,IPI00023728,IPI00023728,Gamma-glutamyl hydrolase,318,"( 7 ,13 ,19 )","( 27 ,34 ,47 )",0.336428369,5.76871e-05,-9.76047665,3.156989433,0.000171469,-8.671106627,0.895404522,0.004028993,blue
AGRN,AGRN,IPI00374563,IPI00374563;IPI00514026,Agrin,2045,"( 45 ,64 ,70 )","( 131 ,140 ,219.508 )",0.33534715,4.40152e-05,-10.03097601,1.802331528,0.000131253,-8.938386996,0.625839414,0.000561855,blue
SCCPDH,SCCPDH,IPI00329600,IPI00641681;IPI00329600,Probable saccharopine dehydrogenase,429,"( 4 ,8 ,17 )","( 20 ,15 ,46 )",0.335037799,2.9242e-05,-10.43990325,4.699932124,8.72798e-05,-9.346391326,4.326332873,0.040701242,blue
HDHD2,HDHD2,IPI00783874,IPI00783874;IPI00644472,Isoform 1 of Haloacid dehalogenase-like hydrolase domain-containing protein 2,259,"( 11 ,10 ,17 )","( 31 ,34 ,45 )",0.333893069,7.27034e-05,-9.529122223,0.855029375,0.000217745,-8.432187734,0.249442963,2.27857e-05,blue
PC,PC,IPI00299402,IPI00299402,"Pyruvate carboxylase, mitochondrial",1178,"( 8 ,8 ,15 )","( 30 ,32 ,26 )",0.331855703,1.27993e-05,-11.26612187,0.928823859,3.85688e-05,-10.16306684,3.05259345,0.004294026,blue
DYNC2H1,DYNC2H1,IPI00171494,IPI00788188;IPI00171494,Isoform 2 of Cytoplasmic dynein 2 heavy chain 1,4314,"( 6 ,19 ,18 )","( 34.9189 ,33 ,47 )",0.330198928,4.50215e-06,-12.31095558,4.432526205,1.36347e-05,-11.20289558,0.740578259,0.025367462,blue
SRC,SRC,IPI00328867,IPI00641230;IPI00328867,Isoform 2 of Proto-oncogene tyrosine-protein kinase Src,542,"( 9.63243 ,17.8269 ,14.7076 )","( 39.4095 ,36.8196 ,46.9382 )",0.327836232,3.84025e-05,-10.16738781,3.330533546,0.000117139,-9.052146717,1.358107264,0.005831706,blue
AK1,AK1,IPI00640817,IPI00018342;IPI00640817,Adenylate kinase 1,210,"( 7 ,6 ,11 )","( 20 ,24 ,26 )",0.327654225,5.62646e-05,-9.785444503,1.197950906,0.00017172,-8.669648085,1.339829306,0.000304014,blue
